"SKU","snapshot_date","units_in_stock","units_sold_7d","units_sold_30d","units_sold_60d","days_of_inventory_left","dead_stock_flag","total_order_quantity","avg_cost_per_unit","avg_lead_time","expected_delivery","actual_delivery"
"SKU-SHI-0052","2023-02-12",47,1,2,6,705.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2023-02-12",37,1,7,12,158.6,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2023-02-12",48,2,4,7,360.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2023-02-12",89,0,3,5,890.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2023-02-19",0,34,232,494,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2023-02-19",0,23,133,235,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2023-02-19",0,15,69,140,0.0,"N",132.0,1004.0,36.0,"2023-03-27","2023-03-27"
"SKU-TSH-0004","2023-02-19",0,9,59,109,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2023-02-19",0,5,39,85,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2023-02-19",0,5,37,62,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2023-02-19",0,8,31,55,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2023-02-19",0,4,34,51,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2023-02-19",0,5,23,39,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2023-02-19",0,4,19,42,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2023-02-19",0,3,16,32,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2023-02-19",0,1,9,28,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2023-02-19",0,4,13,23,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2023-02-19",0,2,16,28,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2023-02-19",19,3,6,19,95.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2023-02-19",6,2,5,15,36.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2023-02-19",0,4,9,19,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2023-02-19",31,2,6,22,155.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2023-02-19",0,2,9,15,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2023-02-19",2,2,8,19,7.5,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2023-02-19",5,1,10,19,15.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2023-02-19",26,4,8,18,97.5,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2023-02-19",33,3,10,23,99.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2023-02-19",0,2,11,17,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2023-02-19",10,1,7,14,42.9,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2023-02-19",25,1,5,10,150.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2023-02-19",0,1,6,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2023-02-19",28,3,8,18,105.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2023-02-19",37,3,9,13,123.3,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2023-02-19",6,3,6,10,30.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2023-02-19",0,0,5,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2023-02-19",52,0,2,7,780.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2023-02-19",71,0,3,7,710.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2023-02-19",30,2,6,10,150.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2023-02-19",1,0,4,9,7.5,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2023-02-19",86,0,1,5,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2023-02-19",68,0,8,15,255.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2023-02-19",1,0,3,7,10.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2023-02-19",61,1,5,11,366.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2023-02-19",87,0,1,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2023-02-19",92,1,3,7,920.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2023-02-19",73,0,7,11,312.9,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2023-02-19",26,0,0,1,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2023-02-19",78,1,6,8,390.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2023-02-19",78,0,6,6,390.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2023-02-19",93,1,6,9,465.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2023-02-19",71,1,7,12,304.3,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2023-02-19",21,1,3,8,210.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2023-02-19",96,1,4,8,720.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2023-02-19",88,1,2,5,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2023-02-19",36,1,3,3,360.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2023-02-19",46,1,3,7,460.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2023-02-19",37,0,5,10,222.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2023-02-19",47,1,4,7,352.5,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2023-02-19",88,1,2,6,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2023-02-26",0,60,226,513,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2023-02-26",0,27,115,240,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2023-02-26",0,14,63,138,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2023-02-26",0,12,53,111,0.0,"N",98.0,539.0,55.0,"2023-04-22","2023-04-22"
"SKU-CRO-0005","2023-02-26",0,12,38,88,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2023-02-26",0,7,33,63,0.0,"N",88.0,1097.0,42.0,"2023-04-07","2023-04-09"
"SKU-CRO-0007","2023-02-26",0,4,28,57,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2023-02-26",0,8,33,53,0.0,"N",63.0,1152.0,45.0,"2023-04-11","2023-04-12"
"SKU-PAN-0009","2023-02-26",0,3,16,40,0.0,"N",40.0,1008.0,38.0,"2023-03-31","2023-04-05"
"SKU-TSH-0010","2023-02-26",0,4,17,43,0.0,"N",50.0,782.0,44.0,"2023-04-10","2023-04-11"
"SKU-SHO-0011","2023-02-26",0,6,18,34,0.0,"N",77.0,761.0,48.0,"2023-04-15","2023-04-15"
"SKU-TSH-0012","2023-02-26",0,4,10,27,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2023-02-26",0,4,11,25,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2023-02-26",0,3,13,27,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2023-02-26",15,4,10,22,45.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2023-02-26",3,3,7,15,12.9,"N",58.0,970.0,32.0,"2023-03-29","2023-03-30"
"SKU-SHI-0017","2023-02-26",0,3,9,21,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2023-02-26",28,3,7,22,120.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2023-02-26",0,2,9,17,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2023-02-26",1,1,8,18,3.8,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2023-02-26",4,1,7,19,17.1,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2023-02-26",21,5,12,20,52.5,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2023-02-26",32,1,8,23,120.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2023-02-26",0,1,11,18,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2023-02-26",9,1,5,14,54.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2023-02-26",25,0,3,9,250.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2023-02-26",0,1,5,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2023-02-26",25,3,7,19,107.1,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2023-02-26",36,1,6,14,180.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2023-02-26",4,2,7,11,17.1,"N",40.0,621.0,36.0,"2023-04-01","2023-04-03"
"SKU-JAC-0031","2023-02-26",0,1,6,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2023-02-26",51,1,2,6,765.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2023-02-26",69,2,2,9,999.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2023-02-26",30,0,3,10,300.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2023-02-26",0,1,3,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2023-02-26",84,2,2,7,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2023-02-26",68,0,6,14,340.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2023-02-26",0,1,2,7,0.0,"N",40.0,1060.0,42.0,"2023-04-06","2023-04-09"
"SKU-SHO-0039","2023-02-26",61,0,3,10,610.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2023-02-26",86,1,2,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2023-02-26",92,0,3,6,920.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2023-02-26",73,0,5,10,438.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2023-02-26",24,2,2,3,360.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2023-02-26",75,3,9,10,250.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2023-02-26",77,1,6,7,385.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2023-02-26",93,0,4,7,697.5,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2023-02-26",71,0,4,11,532.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2023-02-26",20,1,4,8,150.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2023-02-26",94,2,5,9,564.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2023-02-26",88,0,1,5,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2023-02-26",34,2,4,5,255.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2023-02-26",42,4,7,10,180.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2023-02-26",36,1,4,11,270.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2023-02-26",47,0,4,7,352.5,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2023-02-26",88,0,1,6,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2023-03-05",0,44,193,485,0.0,"N",336.0,705.0,33.0,"2023-04-02","2023-04-07"
"SKU-PAN-0002","2023-03-05",0,22,99,243,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2023-03-05",0,14,58,139,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2023-03-05",0,10,48,113,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2023-03-05",0,7,32,86,0.0,"N",67.0,846.0,45.0,"2023-04-18","2023-04-19"
"SKU-SHI-0006","2023-03-05",0,8,27,62,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2023-03-05",0,6,28,57,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2023-03-05",0,7,27,58,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2023-03-05",0,4,16,40,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2023-03-05",0,7,18,46,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2023-03-05",0,5,17,37,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2023-03-05",0,1,7,21,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2023-03-05",0,5,14,29,0.0,"N",48.0,1227.0,37.0,"2023-04-09","2023-04-11"
"SKU-CRO-0014","2023-03-05",0,3,12,28,0.0,"N",40.0,756.0,38.0,"2023-04-10","2023-04-12"
"SKU-SHI-0015","2023-03-05",8,7,16,28,15.0,"N",49.0,940.0,30.0,"2023-04-02","2023-04-04"
"SKU-PAN-0016","2023-03-05",0,5,11,17,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2023-03-05",0,3,12,23,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2023-03-05",28,0,6,20,140.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2023-03-05",0,1,6,16,0.0,"N",51.0,726.0,45.0,"2023-04-19","2023-04-19"
"SKU-PAN-0020","2023-03-05",1,0,4,17,7.5,"N",40.0,1163.0,44.0,"2023-04-16","2023-04-18"
"SKU-PAN-0021","2023-03-05",3,1,4,17,22.5,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2023-03-05",19,2,13,22,43.8,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2023-03-05",31,1,7,22,132.9,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2023-03-05",0,3,11,18,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2023-03-05",9,0,4,14,67.5,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2023-03-05",24,1,4,10,180.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2023-03-05",0,1,5,14,0.0,"N",66.0,1871.0,41.0,"2023-04-15","2023-04-15"
"SKU-PAN-0028","2023-03-05",24,1,7,19,102.9,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2023-03-05",34,2,7,15,145.7,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2023-03-05",3,1,8,12,11.2,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2023-03-05",0,3,9,13,0.0,"N",60.0,1800.0,50.0,"2023-04-24","2023-04-24"
"SKU-TSH-0032","2023-03-05",50,1,3,6,500.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2023-03-05",69,0,2,8,999.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2023-03-05",30,0,3,10,300.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2023-03-05",0,1,3,7,0.0,"N",40.0,721.0,47.0,"2023-04-19","2023-04-21"
"SKU-SHI-0036","2023-03-05",83,1,3,8,830.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2023-03-05",68,0,2,12,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2023-03-05",0,2,3,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2023-03-05",61,0,3,9,610.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2023-03-05",86,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2023-03-05",92,0,1,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2023-03-05",72,1,2,10,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2023-03-05",23,1,3,3,230.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2023-03-05",74,1,5,10,444.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2023-03-05",76,1,2,8,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2023-03-05",91,2,6,8,455.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2023-03-05",71,0,1,11,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2023-03-05",19,1,5,9,114.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2023-03-05",92,2,5,8,552.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2023-03-05",86,2,3,6,860.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2023-03-05",33,1,4,6,247.5,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2023-03-05",42,0,6,9,210.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2023-03-05",35,1,3,11,350.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2023-03-05",46,1,5,6,276.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2023-03-05",88,0,1,5,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2023-03-12",0,57,206,482,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2023-03-12",0,24,102,237,0.0,"N",190.0,982.0,31.0,"2023-04-12","2023-04-12"
"SKU-SHI-0003","2023-03-12",0,16,63,134,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2023-03-12",0,11,48,111,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2023-03-12",0,13,38,82,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2023-03-12",0,6,28,65,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2023-03-12",0,7,25,58,0.0,"N",74.0,818.0,50.0,"2023-04-26","2023-05-01"
"SKU-PAN-0008","2023-03-12",0,7,28,63,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2023-03-12",0,2,14,40,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2023-03-12",0,2,17,41,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2023-03-12",0,7,21,42,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2023-03-12",0,1,7,21,0.0,"N",58.0,715.0,35.0,"2023-04-14","2023-04-16"
"SKU-SHI-0013","2023-03-12",0,4,17,31,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2023-03-12",0,2,10,28,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2023-03-12",8,0,14,22,17.1,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2023-03-12",0,1,11,16,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2023-03-12",0,4,15,20,0.0,"N",72.0,842.0,55.0,"2023-05-06","2023-05-06"
"SKU-PAN-0018","2023-03-12",26,2,7,17,111.4,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2023-03-12",0,2,7,16,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2023-03-12",0,1,4,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2023-03-12",0,3,6,17,0.0,"N",40.0,1216.0,53.0,"2023-04-29","2023-05-04"
"SKU-PAN-0022","2023-03-12",16,3,14,22,34.3,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2023-03-12",30,1,6,19,150.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2023-03-12",0,1,8,17,0.0,"N",40.0,854.0,48.0,"2023-04-29","2023-04-29"
"SKU-JAC-0025","2023-03-12",7,2,5,12,42.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2023-03-12",23,1,4,11,172.5,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2023-03-12",0,1,5,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2023-03-12",23,1,8,15,86.2,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2023-03-12",33,1,7,14,141.4,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2023-03-12",1,2,9,14,3.3,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2023-03-12",0,1,5,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2023-03-12",50,0,2,6,750.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2023-03-12",68,1,3,8,680.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2023-03-12",30,0,3,7,300.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2023-03-12",0,1,3,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2023-03-12",80,3,6,9,400.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2023-03-12",68,0,0,9,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2023-03-12",0,0,3,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2023-03-12",59,2,3,10,590.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2023-03-12",86,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2023-03-12",91,1,2,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2023-03-12",71,1,2,10,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2023-03-12",22,1,4,4,165.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2023-03-12",74,0,5,10,444.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2023-03-12",73,3,5,11,438.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2023-03-12",90,1,4,9,675.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2023-03-12",71,0,1,9,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2023-03-12",16,3,7,12,68.6,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2023-03-12",90,2,7,10,385.7,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2023-03-12",86,0,3,4,860.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2023-03-12",32,1,5,7,192.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2023-03-12",42,0,5,7,252.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2023-03-12",34,1,3,10,340.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2023-03-12",46,0,3,6,460.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2023-03-12",88,0,1,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2023-03-19",0,51,220,464,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2023-03-19",0,19,101,229,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2023-03-19",0,12,60,130,0.0,"N",134.0,1004.0,28.0,"2023-04-16","2023-04-16"
"SKU-TSH-0004","2023-03-19",0,7,42,103,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2023-03-19",0,5,39,78,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2023-03-19",0,5,26,64,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2023-03-19",0,9,29,59,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2023-03-19",0,5,29,62,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2023-03-19",0,2,11,37,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2023-03-19",0,3,18,37,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2023-03-19",0,2,20,37,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2023-03-19",0,2,9,18,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2023-03-19",0,4,17,31,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2023-03-19",0,3,11,28,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2023-03-19",7,1,12,20,17.5,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2023-03-19",0,2,12,17,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2023-03-19",0,2,14,21,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2023-03-19",21,5,10,16,63.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2023-03-19",0,3,9,18,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2023-03-19",0,3,6,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2023-03-19",0,0,5,16,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2023-03-19",16,0,11,19,43.6,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2023-03-19",26,4,7,20,111.4,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2023-03-19",0,3,9,20,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2023-03-19",6,1,5,11,36.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2023-03-19",21,2,4,12,157.5,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2023-03-19",0,2,5,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2023-03-19",23,0,5,13,138.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2023-03-19",32,1,6,14,160.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2023-03-19",1,0,7,12,4.3,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2023-03-19",0,1,6,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2023-03-19",49,1,3,6,490.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2023-03-19",66,2,5,8,396.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2023-03-19",30,0,1,7,900.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2023-03-19",0,2,5,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2023-03-19",78,2,8,10,292.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2023-03-19",67,1,1,10,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2023-03-19",0,1,4,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2023-03-19",59,0,3,7,590.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2023-03-19",86,0,1,2,999.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2023-03-19",89,2,3,6,890.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2023-03-19",71,0,2,9,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2023-03-19",21,1,5,5,126.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2023-03-19",71,3,8,13,266.2,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2023-03-19",72,1,6,12,360.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2023-03-19",90,0,3,9,900.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2023-03-19",70,1,2,8,999.0,"N",0.0,0.0,0.0,"",""
